Rank,Score,Programming Skills,Driver Skills,Highest Programming Skills,Highest Driver Skills,Highest Programming Score Timestamp,Highest Driver Score Timestamp,Highest Programming Score Stop Time,Highest Driver Score Stop Time,Team Number,Team Name,Organization,Event Region,Country / Region
3731,50,13,37,13,37,2023-02-14 00:26:00,2023-02-14 00:25:37,0,0,91022J,Vanguard High School - Team J,Vanguard High School,Texas - Region 2,United States
3732,50,12,38,12,38,2023-02-11 03:36:33,2023-02-11 03:09:25,11,45,47874T,Ade/Kai -- The Senators,Squalicum High School,Washington,United States
3733,50,10,40,10,40,2022-11-17 02:10:17,2022-11-17 01:22:22,0,0,17505D,Power Panthers,IM TERRELL ACADEMY FOR STEM AND VPA,Texas - Region 2,United States
3734,50,10,40,10,40,2023-01-29 18:34:18,2023-01-29 18:32:17,0,0,2664E,Sonny,Dolphin Robotics,Southern New England,United States
3735,50,8,42,8,42,2023-02-04 19:24:04,2023-02-04 19:03:22,0,0,97531B,Valley STEM 2,Valley Stem+me2 Academy,Ohio,United States
3736,50,6,44,6,44,2023-02-18 19:57:34,2023-02-18 17:43:51,0,0,242Y,The Firebirds,HOLY GHOST PREP,Pennsylvania - East,United States
3737,50,5,45,5,45,2023-02-18 21:35:21,2023-02-18 18:19:12,44,0,5691A,Ares,Bryant High School,Arkansas,United States
3738,50,3,47,3,47,2022-12-18 08:17:47,2022-12-18 08:22:10,43,0,86840B,NEO Robotics,Doğa Koleji Ankara Çayyolu Kampüsü Fen ve Teknoloji Lisesi,Türkiye,Türkiye
3739,50,0,50,0,50,2023-02-11 20:31:13,2023-02-11 20:33:22,53,0,36730B,Highlander Battalion Robotics,HUNTINGTON HIGH SCHOOL,West Virginia,United States
3740,50,0,50,0,50,,2022-10-29 16:13:19,0,0,503B,Warrior Robotics,"WESTMINSTER CHRISTIAN PRIVATE SCHOOL, INC.",Florida - South,United States
3741,50,0,50,0,50,,2022-12-10 16:12:09,0,0,46779B,Grayson G Sharp,The Grayson School,Pennsylvania - East,United States
3742,50,0,50,0,50,,2022-12-10 20:01:54,0,0,72527B,Disassembly Required,St Croix Lutheran Academy,Minnesota,United States
3743,50,0,50,0,50,,2022-12-10 21:47:07,0,0,15376B,Vortex 3S,École secondaire des Trois-Saisons,Quebec,Canada
3744,50,0,50,0,50,,2022-12-17 14:56:50,0,0,59759B,BurnOuts,LEETONIA HIGH SCHOOL,Ohio,United States
3745,50,0,50,0,50,,2022-12-21 10:52:47,0,0,1737V,Sigma,Lyceum 92 - Gandhi,Kazakhstan,Kazakhstan
3746,50,0,50,0,50,,2023-01-14 17:40:52,0,0,6567G,Sigfigs,East Lansing High School,Michigan,United States
3747,50,0,50,0,50,,2023-01-14 18:37:34,0,0,6567E,Error Code,EAST LANSING HIGH SCHOOL,Michigan,United States
3748,50,0,50,0,50,,2023-01-14 19:52:08,0,0,9257Y,Colonels-Y,Covington Catholic High School,Kentucky,United States
3749,50,0,50,0,50,,2023-01-14 21:18:40,0,0,28407A,SSHS 1,Siloam Springs High School,Arkansas,United States
3750,50,0,50,0,50,,2023-01-20 01:45:07,0,0,703E,Robo,NORWELL HIGH SCHOOL,Indiana,United States
3751,50,0,50,0,50,,2023-01-21 18:19:04,0,0,59822A,Robo Creek,INDIAN CREEK HIGH SCHOOL,Ohio,United States
3752,50,0,50,0,50,,2023-01-28 18:07:00,0,0,31245A,The Bonzai Brigade,MERKEL HIGH SCHOOL,Texas - Region 1,United States
3753,50,0,50,0,50,,2023-01-28 18:37:56,0,0,77628B,Mepham Robotics B,WELLINGTON C MEPHAM HIGH SCHOOL,New York-South,United States
3754,50,0,50,0,50,,2023-02-04 14:12:09,0,0,26681F,Jarlsberg,STRUTHERS HIGH SCHOOL,Ohio,United States
3755,50,0,50,0,50,,2023-02-04 16:12:35,0,0,42747B,The Leviathan,West Morris Central High School,New Jersey,United States
3756,50,0,50,0,50,,2023-02-04 16:22:16,0,0,128B,Korah,Algoma District School Board,Ontario,Canada
3757,50,0,50,0,50,,2023-02-04 18:49:50,0,0,15923B,PHS Robotics,PLAINVILLE HIGH SCHOOL,Southern New England,United States
3758,50,0,50,0,50,,2023-02-04 20:36:23,0,0,3674G,Energy Robotics,ENERGY INSTITUTE HIGH SCHOOL,Texas - Region 3,United States
3759,50,0,50,0,50,,2023-02-04 21:03:55,0,0,2435W,Soldiers of Technology,Great Plains Technology Center,Oklahoma,United States
3760,50,0,50,0,50,,2023-02-05 17:24:47,0,0,3300G,Bench,Western Canada High School,Alberta/Saskatchewan,Canada
3761,50,0,50,0,50,,2023-02-11 19:34:44,0,0,14760D,The People's Republic of Jank,PICKERINGTON HIGH SCHOOL NORTH,Ohio,United States
3762,50,0,50,0,50,,2023-02-11 22:51:42,0,0,95212D,Chavez D,CESAR CHAVEZ HIGH,California - Region 2,United States
3763,50,0,50,0,50,,2023-02-16 23:59:04,0,0,44333A,Roughriders,RIVERCREST HIGH SCHOOL,Arkansas,United States
3764,50,0,50,0,50,,2023-02-18 15:13:36,0,0,7518D,GVHS-D,GREAT VALLEY HIGH SCHOOL,Pennsylvania - East,United States
3765,50,0,50,0,50,,2023-02-18 17:00:20,0,0,99212B,Ursa Major,COE-BROWN NORTHWOOD ACADEMY,New Hampshire/Vermont,United States
3766,50,0,50,0,50,,2023-02-18 18:43:52,0,0,14246B,JuggerNaut,MCCLAIN HIGH SCHOOL,Ohio,United States
3767,50,0,50,0,50,,2023-02-18 19:07:46,0,0,41579A,EI Robotics,East Islip High School,New York-South,United States
3768,50,0,50,0,50,,2023-02-18 21:44:11,0,0,3249E,Robot,VANCOUVER ITECH PREPARATORY,Oregon,United States
3769,50,0,50,0,50,,2023-02-18 22:10:50,0,0,3249S,Top Gs,VANCOUVER ITECH PREPARATORY,Oregon,United States
3770,50,0,50,0,50,,2023-02-19 00:38:42,0,0,11688A,Magikid VRC 2,MAGIKID LAB,California - Region 2,United States
3771,50,0,50,0,50,,2023-02-21 17:26:03,0,0,44445A,Thunderscore,Coláiste Chiaráin,Ireland,Ireland
3772,50,0,50,0,50,,2023-02-21 18:49:38,0,0,51401N,No Name Gang,RIVERSIDE HIGH SCHOOL,West Virginia,United States
3773,49,49,0,49,8,2023-01-21 21:15:56,2022-11-05 16:10:41,0,0,97959B,Monarch,BOWIE HIGH SCHOOL,Texas - Region 4,United States
3774,49,14,35,14,48,2022-12-10 18:18:05,2022-10-29 19:15:22,44,0,82718B,Bioluminescent Bananass,THUNDER BASIN HIGH SCHOOL,Wyoming,United States
3775,49,3,46,13,46,2023-02-05 16:06:08,2023-01-29 17:29:27,0,0,6603T,Taco Trucks,PATRIOT HIGH,Virginia,United States
3776,49,0,49,10,49,2022-11-06 07:45:49,2023-01-08 08:51:33,0,0,55019A,Magnetech,SAMSUN BAHÇEŞEHİR KOLEJİ FEN VE TEKNOLOJİ LİSESİ,Türkiye,Türkiye
3777,49,7,42,7,42,2023-02-11 18:33:31,2023-02-11 19:30:06,0,0,9502A,Liberty High School,LIBERTY HIGH SCHOOL,Pennsylvania - East,United States
3778,49,6,43,6,43,2023-02-11 19:08:50,2023-02-11 16:56:08,0,0,59218A,Cedar  Grove Panthers,CEDAR GROVE HIGH SCHOOL,New Jersey,United States
3779,49,5,44,5,44,2023-02-11 18:13:02,2023-02-11 16:51:33,0,0,2606D,South High Revolutions,SOUTH HIGH COMMUNITY,Southern New England,United States
3780,49,0,49,0,49,,2023-02-18 15:28:48,0,6,29073D,Rated R,White Knoll High School,South Carolina,United States
3781,49,0,49,0,49,,2023-02-11 19:30:11,0,1,94151J,Thunder Eagles,Wilmer-hutchins High School,Texas - Region 2,United States
3782,49,0,49,0,49,,2022-11-13 17:26:15,0,0,76450A,Solaris,,Michigan,United States
3783,49,0,49,0,49,,2022-11-19 22:34:34,0,0,20Z,Reseda Regents Robotics,Reseda Charter High School,California - Region 4,United States
3784,49,0,49,0,49,,2022-12-02 18:35:47,0,0,15759A,Marion Center HS,MARION CENTER AREA JR/SR HIGH SCHOOL,Pennsylvania - West,United States
3785,49,0,49,0,49,,2022-12-10 19:23:22,0,0,44116B,Doofenshmirtz Evil Incorporated,ROCKY RIVER HIGH SCHOOL,Ohio,United States
3786,49,0,49,0,49,,2022-12-10 20:05:37,0,0,69193C,Team Ruckus,NEW CASTLE SHS,Pennsylvania - West,United States
3787,49,0,49,0,49,,2022-12-14 23:57:48,0,0,12987X,Great VEXpectations,N/A,West Virginia,United States
3788,49,0,49,0,49,,2022-12-17 20:55:51,0,0,1718V,Rocket,MONTGOMERY HIGH SCHOOL,Texas - Region 3,United States
3789,49,0,49,0,49,,2022-12-17 21:23:54,0,0,78987B,78987 B,LEONARD HIGH SCHOOL,Texas - Region 2,United States
3790,49,0,49,0,49,,2023-01-07 19:26:24,0,0,6042E,Potosi High School,Potosi High School,Missouri,United States
3791,49,0,49,0,49,,2023-01-07 20:06:24,0,0,16021N,Logos Drive,Canadian Valley Technology Center,Oklahoma,United States
3792,49,0,49,0,49,,2023-01-14 17:42:38,0,0,1368D,Indian Nation Robotics,IRWIN COUNTY HIGH SCHOOL,Georgia,United States
3793,49,0,49,0,49,,2023-01-14 19:05:11,0,0,9981A,The VEX Vikings,CENTRAL CABARRUS HIGH,North Carolina,United States
3794,49,0,49,0,49,,2023-01-14 19:44:59,0,0,321D,321D,NILES WEST HIGH SCHOOL,Illinois,United States
3795,49,0,49,0,49,,2023-01-14 20:33:17,0,0,3249T,Terrabyters,VANCOUVER ITECH PREPARATORY,Oregon,United States
3796,49,0,49,0,49,,2023-01-15 20:35:26,0,0,21061B,Knight-Riders,NORTH COUNTY HIGH,Maryland,United States
3797,49,0,49,0,49,,2023-01-16 00:16:12,0,0,93332C,93332,ICC,California - Region 2,United States
3798,49,0,49,0,49,,2023-01-20 19:49:06,0,0,2242C,GG-751,Municipio de Salinas,Puerto Rico,Puerto Rico
3799,49,0,49,0,49,,2023-01-21 16:37:19,0,0,33538B,Red,CYPRESS PARK HIGH SCHOOL,Texas - Region 3,United States
3800,49,0,49,0,49,,2023-01-28 18:40:27,0,0,42368A,Scitobar,BURKBURNETT HIGH SCHOOL,Texas - Region 2,United States
3801,49,0,49,0,49,,2023-01-28 19:05:40,0,0,96432B,Marion Robotics,Marion High School,Arkansas,United States
3802,49,0,49,0,49,,2023-02-04 15:34:37,0,0,94S,CSN,COMMUNITY SCHOOL OF NAPLES,Florida - South,United States
3803,49,0,49,0,49,,2023-02-04 15:44:45,0,0,5937C,Blueberry Chex,NOTTINGHAM HIGH SCHOOL,New York-North,United States
3804,49,0,49,0,49,,2023-02-04 21:44:08,0,0,3512B,Sumner Valley Robotics B,SUMNER HIGH SCHOOL,Washington,United States
3805,49,0,49,0,49,,2023-02-04 22:38:21,0,0,3388F,Forklift Certified,Sir Winston Churchill High School,Alberta/Saskatchewan,Canada
3806,49,0,49,0,49,,2023-02-05 00:42:34,0,0,3300K,e,Western Canada High School,Alberta/Saskatchewan,Canada
3807,49,0,49,0,49,,2023-02-05 18:02:50,0,0,60410B,Taskforce,Catholic Central High School,Alberta/Saskatchewan,Canada
3808,49,0,49,0,49,,2023-02-06 22:26:33,0,0,15771A,Falcon Dynamics,FOOTHILL HIGH SCHOOL,Nevada,United States
3809,49,0,49,0,49,,2023-02-11 02:31:22,0,0,53353B,Team Tsunami,CHILOQUIN HIGH SCHOOL,Oregon,United States
3810,49,0,49,0,49,,2023-02-11 15:49:42,0,0,60883A,Alphabet Soup,AKRON STEM HIGH SCHOOL,Ohio,United States
3811,49,0,49,0,49,,2023-02-11 19:01:08,0,0,87109A,AA Robotics,ALBUQUERQUE ACADEMY,New Mexico,United States
3812,49,0,49,0,49,,2023-02-11 19:22:03,0,0,4588A,New Technicians,BELTON NEW TECH HIGH SCHOOL AT WASKOW,Texas - Region 4,United States
3813,49,0,49,0,49,,2023-02-11 19:46:05,0,0,77786Y,Bridgeland Bears Y,BRIDGELAND HIGH SCHOOL,Texas - Region 3,United States
3814,49,0,49,0,49,,2023-02-11 20:12:19,0,0,24626A,CRHS Polaris,Cinco Ranch High School Polaris Robotic Club,Texas - Region 3,United States
3815,49,0,49,0,49,,2023-02-11 21:18:32,0,0,5977A,Warriors,LA PLATA HIGH SCHOOL,Maryland,United States
3816,49,0,49,0,49,,2023-02-11 22:32:55,0,0,61007A,Tokay High School,Tokay High School,California - Region 2,United States
3817,49,0,49,0,49,,2023-02-17 23:23:07,0,0,6603X,Xemuel,PATRIOT HIGH,Virginia,United States
3818,49,0,49,0,49,,2023-02-18 17:45:41,0,0,98090B,Ohio County Eagles,Ohio County High School,Kentucky,United States
3819,49,0,49,0,49,,2023-02-18 18:32:50,0,0,69296B,Concord Robotics,CONCORD COMMUNITY HIGH SCHOOL,Indiana,United States
3820,49,0,49,0,49,,2023-02-18 19:24:15,0,0,77999B,Lucky Ducks,PADUA FRANCISCAN HIGH SCHOOL,Ohio,United States
3821,49,0,49,0,49,,2023-02-18 19:48:15,0,0,92715A,Cookeville High School,COOKEVILLE HIGH SCHOOL,Tennessee,United States
3822,49,0,49,0,49,,2023-02-18 20:07:41,0,0,20480S,Fruity Loops,SKYLINE HIGH SCHOOL,Texas - Region 2,United States
3823,49,0,49,0,49,,2023-02-19 17:17:06,0,0,11476Z,LionTech Z,Mater Academy Charter High School,Florida - South,United States
3824,49,0,49,0,49,,2023-02-19 20:19:43,0,0,3069A,Aspect,Aurora Robotics,Illinois,United States
3825,48,19,29,19,42,2022-12-03 20:46:44,2022-12-17 22:45:30,0,0,10005C,TEAM 9,ICC West Valley,California - Region 2,United States
3826,48,6,42,14,42,2023-01-14 17:39:18,2023-01-07 17:52:03,0,5,45009S,Turbo,YOUNG WOMEN'S LEADERSHIP ACADEMY,Texas - Region 1,United States
3827,48,13,35,13,35,2023-02-18 19:15:10,2023-02-18 19:16:58,0,0,19383B,NewRo Bots,NEW ROCHELLE HIGH SCHOOL,New York-South,United States
3828,48,12,36,12,36,2023-01-14 20:28:38,2023-01-14 18:03:21,0,0,4691T,Chap,Uintah High School,Utah,United States
3829,48,12,36,12,36,2023-02-18 19:30:19,2023-02-18 15:14:13,0,0,76540Z,The Vogue,ASDB/PHOENIX DAY SCHOOL,Arizona,United States
3830,48,6,42,6,42,2023-01-28 14:39:10,2023-01-28 12:46:36,46,0,3110A,Binary Protocol,JWS,United Kingdom,United Kingdom
3831,48,6,42,6,42,2023-02-11 19:14:53,2023-02-11 17:12:57,30,0,65361R,Missing Part,ALBUQUERQUE HIGH,New Mexico,United States
3832,48,6,42,6,46,2023-02-04 17:45:07,2022-12-13 23:07:17,0,0,23017A,Counter Logic,FITCH HIGH SCHOOL,Ohio,United States
3833,48,4,44,4,44,2023-02-18 16:09:37,2023-02-18 16:14:36,0,0,97265A,Glen Allen JagBots,GLEN ALLEN HIGH,Virginia,United States
3834,48,3,45,3,45,2023-01-15 19:38:25,2023-01-15 20:36:44,0,0,96790A,DATA,,California - Region 2,United States
3835,48,3,45,3,45,2023-02-10 15:45:37,2023-02-10 15:31:01,0,0,14082F,Gear Grinders,Rocky Grove Jshs,Pennsylvania - West,United States
3836,48,0,48,0,48,,2023-02-04 20:39:23,0,4,90219D,Imagine Wagons,PALESTINE HIGH SCHOOL,Texas - Region 3,United States
3837,48,0,48,0,48,,2022-11-12 16:20:07,0,0,26468C,Bengal Tigertrons,BLYTHEWOOD HIGH,South Carolina,United States
3838,48,0,48,0,48,,2022-11-12 18:12:16,0,0,1695C,"HandTigers C ""Slightly Dysfunctional""",DANIEL HAND HIGH SCHOOL,Southern New England,United States
3839,48,0,48,0,48,,2022-11-12 18:29:25,0,0,43296A,Sabine Pass ISD,SABINE PASS SCHOOL,Texas - Region 3,United States
3840,48,0,48,0,48,,2022-11-12 20:33:33,0,0,66086B,Harry Botter & The Order of The Disc,Basehor-linwood High School,Kansas,United States
3841,48,0,48,0,48,,2022-12-03 19:30:54,0,0,32092B,Hot Pockets,Stargate Charter School,Colorado,United States
3842,48,0,48,0,48,,2022-12-03 21:22:29,0,0,1812X,NMVoltmasters-Machine,North Marion High School,Oregon,United States
3843,48,0,48,0,48,,2022-12-03 21:32:26,0,0,8235G,CyberDawgs,QUEEN CREEK HIGH SCHOOL,Arizona,United States
3844,48,0,48,0,48,,2022-12-07 06:11:28,0,0,3307A,SentinelTechTED,STEAM Azerbaycan Festivali VEX Robotik Yarışması,Türkiye,Türkiye
3845,48,0,48,0,48,,2022-12-10 18:56:29,0,0,6260X,Minerva,MIDDLETON HIGH SCHOOL,Florida - North/Central,United States
3846,48,0,48,0,48,,2022-12-10 19:24:46,0,0,14082A,Stark Industries,Rocky Grove Jshs,Pennsylvania - West,United States
3847,48,0,48,0,48,,2022-12-17 17:59:56,0,0,32860E,Gatorbotz,HEARNE HIGH SCHOOL,Texas - Region 3,United States
3848,48,0,48,0,48,,2022-12-17 19:16:50,0,0,21408A,Trojan Chargers,Chesterton High School,Indiana,United States
3849,48,0,48,0,48,,2023-01-16 22:50:06,0,0,5347Y,Mountaineers,BEAUREGARD HIGH SCHOOL,Alabama,United States
3850,48,0,48,0,48,,2023-01-21 23:22:42,0,0,93455A,Delta Robotics,DELTA HIGH,California - Region 3,United States
3851,48,0,48,0,48,,2023-01-28 16:44:52,0,0,74100W,W.A.S.P,CONCORDIA JR/SR HIGH SCHOOL,Nebraska,United States
3852,48,0,48,0,48,,2023-01-28 17:42:11,0,0,1870C,Canisius High School Robotics,CANISIUS HIGH SCHOOL,New York-North,United States
3853,48,0,48,0,48,,2023-01-28 21:10:00,0,0,9682Y,Phoenix,Olympian High School,California - Region 4,United States
3854,48,0,48,0,48,,2023-02-04 17:59:11,0,0,593C,Oakdale C Team,OAKDALE HIGH,Maryland,United States
3855,48,0,48,0,48,,2023-02-04 18:33:18,0,0,242Z,The Firebirds,HOLY GHOST PREP,Pennsylvania - East,United States
3856,48,0,48,0,48,,2023-02-04 19:00:29,0,0,45009A,Sixth Sense,YOUNG WOMEN'S LEADERSHIP ACADEMY,Texas - Region 1,United States
3857,48,0,48,0,48,,2023-02-04 20:57:54,0,0,7842Z,Robotics71 - Z,Robotics71 - School District #71,Vancouver Island (BC),Canada
3858,48,0,48,0,48,,2023-02-11 17:58:15,0,0,19191M,Reno High Military Science,RENO HIGH SCHOOL,Nevada,United States
3859,48,0,48,0,48,,2023-02-11 18:47:00,0,0,11513T,Da Homies,DICKINSON HIGH SCHOOL,Texas - Region 3,United States
3860,48,0,48,0,48,,2023-02-11 20:25:37,0,0,14760A,Thunder Chickens,PICKERINGTON HIGH SCHOOL NORTH,Ohio,United States
3861,48,0,48,0,48,,2023-02-11 21:03:09,0,0,11442X,Hewitt Robotics,The Hewitt School,New York-South,United States
3862,48,0,48,0,48,,2023-02-12 19:41:49,0,0,55134A,Tempest in a Bot,TRINITY SCHOOL AT MEADOW VIEW,Virginia,United States
3863,48,0,48,0,48,,2023-02-18 14:41:32,0,0,25565A,Seven,Riverdale Country School,New York-South,United States
3864,48,0,48,0,48,,2023-02-18 15:10:01,0,0,9447W,Stark Industries,Palmetto Scholars Academy,South Carolina,United States
3865,47,29,18,29,18,2023-02-11 17:46:38,2023-02-11 16:25:12,0,0,8615A,LoCo Robotics,LOWNDES CO VOC COMPLEX,Mississippi,United States
3866,47,0,47,9,47,2022-10-29 15:48:38,2023-01-21 15:45:32,0,0,16802C,Team C,MADISON CENTRAL HIGH SCHOOL,Mississippi,United States
3867,47,9,38,9,38,2023-02-18 20:49:12,2023-02-18 19:13:24,0,0,95569B,UNeven,ROBSTOWN EARLY COLLEGE HIGH SCHOOL,Texas - Region 4,United States
3868,47,6,41,6,41,2022-11-05 21:04:52,2022-11-05 21:04:33,0,0,3303C,Dublin Robotics Curiosity,Dublin Robotics Club,California - Region 2,United States
3869,47,3,44,3,46,2022-11-19 19:06:36,2023-02-04 20:26:28,0,0,4454A,Chaos Beings,TIMOTHY CHRISTIAN HIGH SCHOOL,Illinois,United States
3870,47,1,46,1,46,2022-11-30 20:10:00,2022-11-30 20:09:49,0,0,48321B,Jitotol 04,CECyTE CHIAPAS,Mexico,Mexico
3871,47,0,47,0,47,,2022-12-10 19:10:23,0,53,96807A,"""Reliable"" Robotics",BOONSBORO HIGH,Maryland,United States
3872,47,0,47,0,47,,2022-08-14 07:23:59,0,0,12883B,STI-X,Hangzhou No.2 High School QianJiang,China,China
3873,47,0,47,0,47,,2022-11-05 18:09:57,0,0,11475C,Liberty Patriots,LIBERTY HIGH,California - Region 3,United States
3874,47,0,47,0,47,,2022-11-12 18:42:17,0,0,2101A,PHS Team #2,Parkersburg High School,West Virginia,United States
3875,47,0,47,0,47,,2022-11-13 17:57:12,0,0,98271F,Scots Bots,Caledonia High School,Michigan,United States
3876,47,0,47,0,47,,2022-12-02 20:47:16,0,0,4148V,Vangatriots,GREENVILLE HIGH SCHOOL,Texas - Region 2,United States
3877,47,0,47,0,47,,2023-01-07 17:45:59,0,0,18929A,NexGen,Neighborhood Team,Pennsylvania - East,United States
3878,47,0,47,0,47,,2023-01-14 18:59:33,0,0,499D,Los Ningunos,Mundelein Cons High School,Illinois,United States
3879,47,0,47,0,47,,2023-01-21 19:21:11,0,0,32792C,Team C,Winter Park High School,Florida - North/Central,United States
3880,47,0,47,0,47,,2023-01-21 19:24:56,0,0,58676E,Corsaire E,,Quebec,Canada
3881,47,0,47,0,47,,2023-01-21 21:04:58,0,0,30417B,Jefferky (the k is silent),DORAL ACADEMY RED ROCK,Nevada,United States
3882,47,0,47,0,47,,2023-01-27 20:53:48,0,0,5928C,Dragons,MERIDIAN TECHNICAL CHARTER HIGH SCHOOL,Idaho,United States
3883,47,0,47,0,47,,2023-01-28 14:35:32,0,0,41618X,41618X,CAMDEN CATHOLIC HIGH SCHOOL,New Jersey,United States
3884,47,0,47,0,47,,2023-01-28 15:25:10,0,0,74100V,Liluzivex,CONCORDIA JR/SR HIGH SCHOOL,Nebraska,United States
3885,47,0,47,0,47,,2023-01-28 17:25:12,0,0,1697C,Robo Tighteners C,HALL HIGH SCHOOL,Southern New England,United States
3886,47,0,47,0,47,,2023-01-28 18:45:46,0,0,1253D,JavaBots,COFFEE COUNTY HIGH SCHOOL,Georgia,United States
3887,47,0,47,0,47,,2023-01-28 20:38:08,0,0,8552B,VexyBots,C C WINN HIGH SCHOOL,Texas - Region 4,United States
3888,47,0,47,0,47,,2023-01-28 21:04:37,0,0,354A,AlphaV7,O'CONNOR HIGH SCHOOL,Texas - Region 4,United States
3889,47,0,47,0,47,,2023-02-04 13:00:17,0,0,55655C,UAE-ESE RAI3,Emirates Schools Establishment,United Arab Emirates,United Arab Emirates
3890,47,0,47,0,47,,2023-02-04 15:42:01,0,0,18644T,Technology,Northwest Rankin High School,Mississippi,United States
3891,47,0,47,0,47,,2023-02-04 17:18:18,0,0,44713A,Flying Eagle Robotics,Woodrow Wilson High School,West Virginia,United States
3892,47,0,47,0,47,,2023-02-04 18:34:34,0,0,89596C,Tiger Bots,GILBERT HIGH SCHOOL,Arizona,United States
3893,47,0,47,0,47,,2023-02-04 19:52:44,0,0,12161B,Ace of spades,Wheelhouse Robotics,Texas - Region 2,United States
3894,47,0,47,0,47,,2023-02-11 07:01:04,0,0,8059K,Blank.,Anglo-Chinese School (Independent),Singapore,Singapore
3895,47,0,47,0,47,,2023-02-11 16:53:21,0,0,2606B,Robo Co.,SOUTH HIGH COMMUNITY,Southern New England,United States
3896,47,0,47,0,47,,2023-02-11 19:48:46,0,0,89910B,Spearfish High School,SPEARFISH HIGH SCHOOL - 01,South Dakota,United States
3897,47,0,47,0,47,,2023-02-11 23:44:06,0,0,62019S,SeaKings S,PALOS VERDES HIGH,California - Region 4,United States
3898,47,0,47,0,47,,2023-02-18 18:30:18,0,0,62629P,Iron Patriots Mk. 5,WHEELING PARK HIGH SCHOOL,West Virginia,United States
3899,47,0,47,0,47,,2023-02-18 19:15:25,0,0,71314A,Mercury,Girl Scouts of Northeast Texas (Troop 5501),Texas - Region 2,United States
3900,47,0,47,0,47,,2023-02-18 20:17:47,0,0,99212G,Ursa Major,Coe-Brown Northwood Academy,New Hampshire/Vermont,United States
3901,46,23,23,23,23,2023-02-14 22:23:17,2023-02-14 22:23:36,0,0,6214K,Mid-East CTC Electives,Mid-East Career and Technology Center,Ohio,United States
3902,46,17,29,17,29,2023-01-07 17:54:33,2023-01-07 17:56:48,0,0,50027C,WOC,DERBY HIGH SCHOOL,Kansas,United States
3903,46,14,32,14,32,2023-01-14 21:09:26,2023-01-14 20:15:56,0,0,46098B,EIFA,SUCCESS DSU,Utah,United States
3904,46,13,33,13,33,2023-02-18 16:54:38,2023-02-18 16:58:04,5,0,4216F,Teletubbies,LAKESIDE HIGH SCHOOL,Arkansas,United States
3905,46,11,35,11,35,2023-01-21 19:43:46,2023-01-21 23:29:35,41,0,81518A,CTEC Titans,CAREER TECHNICAL EDUCATION CHARTER HIGH SCHOOL,California - Region 3,United States
3906,46,8,38,8,38,2023-02-18 19:01:41,2023-02-18 19:03:39,0,0,62885A,KCDGearcats2,KENTUCKY COUNTRY DAY SCHOOL,Kentucky,United States
3907,46,0,46,6,46,2022-12-10 19:41:52,2023-02-18 17:11:43,0,0,41870C,Seal Team Six,MOUNT VERNON HIGH SCHOOL,Illinois,United States
3908,46,0,46,6,46,2022-12-18 00:06:00,2023-02-19 00:44:16,0,0,91119A,Navigate,KIPP NAVIGATE COLLEGE PREP,California - Region 2,United States
3909,46,0,46,5,46,2023-02-11 15:57:29,2023-02-18 20:01:04,48,0,10565B,Infinity and Beyond,LOVELAND HIGH SCHOOL,Ohio,United States
3910,46,4,42,4,42,2023-01-29 21:20:48,2023-01-29 21:21:08,0,0,1868A,Space Cookies VEX Team,Space Cookies VEX Robotics Team,California - Region 2,United States
3911,46,0,46,3,46,2023-02-18 12:34:10,2023-02-19 12:47:03,0,0,38603A,UAE-ESE 50UAE CHAMPIONS,Emirates School Establishment - nad alhammer,United Arab Emirates,United Arab Emirates
3912,46,0,46,0,46,2022-12-03 03:46:27,2022-12-03 03:51:08,0,0,11860B,St Peters College,St Peters College,Australia,Australia
3913,46,0,46,0,46,2023-02-04 13:53:59,2023-02-04 13:51:39,0,0,2732Z,X_TEAM AFA VEDRUNA,AMPA VEDRUNA VALL,Spain,Spain
3914,46,0,46,0,46,,2022-11-11 19:48:10,0,0,17254B,Midtown Knights 2,GRADY HIGH SCHOOL,Georgia,United States
3915,46,0,46,0,46,,2022-11-12 19:17:49,0,0,5156A,Unfortunately Subway Footlongs Are Now $9.49,York High School,Maine,United States
